,BugID,Description,label,label_name
88,1450262,SVG feColorMatrix bug with alpha column,2,High
89,1460555,Addons which require WebExtension Experiments enter a bugged state at startup if installed (rather than loaded temporarily),2,High
90,1463294,Typo in link to Introduction to HTML5 Game Development,1,Medium
91,1466397,"for tutorial ""Your second WebExtension""",2,High
92,1470583,Move border-image generator into a GitHub repo,2,High
93,1471716,Audio distortions when setting the speed of playback at 2x,2,High
94,1472581,Debugger reloads current URL rather than displaying source of current document,3,Immediate
95,1474963,Firefox stalls after TLS handshake on self signed certificate - bug 1056341 not corrected,3,Immediate
96,1487451,1 second long pauses when switching tabs due to LayerTransaction (Compositor),2,High
97,1496986,javascript or css source map requests set CORS origin as null,3,Immediate
98,1506346,FormData().append() causes AngularJS restart with third name parameter,2,High
99,1508118,Pretty printing a JS file with a syntax error results in indefinate loading,3,Immediate
100,1512899,sourceURL should also work on normally loaded pages,3,Immediate
101,1514290,Popup window goes out of monitor,2,High
102,1522378,Erratic bug when creating new paragraph when editing Wikipedia,1,Medium
103,1523418,"unpredictable link-following behaviour when pointer-events set to 'none', seems to depend on image size",3,Immediate
104,1525246,[WebRender Android] - gfx.webrender.debug.gpu-time-queries does nothing,0,Low
105,1528595,debugger shows old version of (JS) code,3,Immediate
106,1531471,Unable to build Firefox because of error thrown at fs.js:115,3,Immediate
107,1534574,"High GPU memory bug, high RAM memory bug + high CPU usage, slows down machine",2,High
108,1536492,Developer's tools doesn't parse files with javascript syntax errors,3,Immediate
109,1224966,"Code on developer.mozilla.org/en-US/docs/Web/API/SubtleCrypto/deriveKey will not run, has many bugs",0,Low
110,528285,"shutdownhtml should force log off of all users but administrators, or alternative parameter made to support this",1,Medium
111,656864,[LDAP] Ability to explicitly restrict who can log in based on LDAP groups,0,Low
112,365674,dependency tree should offer an export that retains hierarchy,0,Low
113,943443,Grayscale Printing using svg prints blank,1,Medium
114,1267586,"nav_help.xhtml: Link to obsolete contents behind ""PluginDoc""",1,Medium
115,1269092,Compatibility bug with Windows 7 Aero,3,Immediate
116,1329434,[e10s] Firefox Nightly 53.0a1 laptop trackpad scroll bug,0,Low
117,1425005,SASS /css - view original sources,3,Immediate
118,985365,Advanced Search ~ Custom Search does not allow pronouns relating to groups to be used with all relevant search operators,1,Medium
119,76212,Prompt problems from nsExternalAppHandler.,2,High
120,317727,"Webpage Forces a first window overtop of a second window, including the preferences window, if ""raise or lower windows"" is enabled in javascript settings.",3,Immediate
121,337982,keydown action bug,2,High
122,343423,offsetParent bug related to scroll in div-tag,2,High
123,387922,Bug in nsGenericHTMLElement::GetOffsetRect() causing deviations in Position and Dimention calculations,2,High
124,662687,"Bugs in nsIZipReader, nsIZipWriter, nsIZipEntry",1,Medium
125,718911,window.find() doesn't respect white-spaces when searching inside pre elements,3,Immediate
126,932743,"strikethrough is rendered wrongly when big font size is used, superscript element etc.",2,High
127,941297,Firefox 25 crashes when run WebWorker with infinityloop,3,Immediate
128,959949,`No Proxy For` too one sided to be useful,3,Immediate
129,960875,[feature suggestion] Add an option to limit possible browser size to increments of some number,0,Low
130,961708,Transiction to select from options list fire an event but not a event.FromElement,1,Medium
131,969917,Imprecise calculation of element size (height/width) if element uses REM units.,2,High
132,970304,"JS: getPropertyValue('font-family') returns the name including quotes, instead of a regular string as expected",2,High
133,970956,Portrait/Landscape options being overwritten,2,High
134,979455,Appearance of input of type=range changes unexpectedly when styled with border,1,Medium
135,982184,HTTP request for Webworker script omits referer header,1,Medium
136,1280550,"Find more applicable description for ""Switch to new Tabs opened from links""",1,Medium
137,1303412,Paragraphs with close highlighted words are weirdly split,2,High
138,1308164,Bug reporting link does not work,3,Immediate
139,1326714,"Debugger always highlights the 1st line during debugging, if script src was deleted",3,Immediate
140,1333466,Consider allowing sites to read WEBGL_debug_renderer_info strings,2,High
141,1343060,Setting breakpoint at line X slides to wrong location if a previous breakpoint was slided to that line X,3,Immediate
142,1362622,Link to Bugzilla Severity section from Triaging Bugs for Firefox wiki page is broken,0,Low
143,1377823,Webrtc over TCP (STUN) not working on Firefox 54,3,Immediate
144,1392454,Firefox 55 breaks extension debugger for background,3,Immediate
145,1404662,Sidebar has bug in rendering css borders,2,High
146,1416500,activating Firefox debugger from keyboard shortcut keys windows says: option/control/S while Firefox tools suggests: ctl/shift/S,3,Immediate
147,1424807,Offer translated example pictures in zh-CN,2,High
148,1434271,Console.debug docs return Not found error,2,High
149,1438965,browser.tabs.drawInTitlebar Visual bug only on Windows 10,3,Immediate
150,1449202,Remote debugging doesnt work with multiple GeckoViews,0,Low
151,1461215,Linux line endings not properly handled in preview,2,High
152,1470849,Spidermonkey : Arguments are not being parsed in C++,2,High
153,1473154,[Xfce] The browser resets the window size when returning from full-screen mode,2,High
154,1477269,Thunderbird : List message in folder,0,Low
155,1479285,Firefox Quantum shaving top of form when open for several hours,3,Immediate
156,1479358,TEST Bug for Automated Intermittent-Failure Classification Tool,2,High
157,1489991,Feature: persistent logs to debug service workers / push,3,Immediate
158,1490859,"Include the extension title in Browser Console ""View source in Debugger → moz-extension://..."" tooltips",3,Immediate
159,1491692,Kerberos SPNEGO IAKERB incorrect encoding of iakerb-header structure,2,High
160,1505826,Bug Font Rendering Smoothing,2,High
161,1522385,"Enable italic text within <em>, <var> elements for CJKT",2,High
162,1535720,Both CFR tip and webcompat reporter use similar lightbulb icons since bug 1532693,3,Immediate
163,1245646,Allow to not include on CC list for specific products,1,Medium
164,312212,Implement the ability to filter groups in editgroups.cgi based on products they currently apply to,1,Medium
165,317022,"The name ""bz_canusewhineatothers"" is difficult to read",2,High
166,330497,Group userregexps length limit is too small,1,Medium
167,362077,Active Directory incompatibility: LDAPBaseDN cannot be empty,2,High
168,436176,Cannot specify different parameters for different LDAP Servers,1,Medium
169,454436,Allow components to override default target milestone for the product,1,Medium
170,741685,https redirect doesn't allow top bar log in and no error message when ssl_redirect/sslbase is missing,3,Immediate
171,747305,Copy component facility should be provided to copy components across products.,1,Medium
172,760832,"Consider expanding custom fields feature to products, components, and comments.",1,Medium
173,767728,Mandatory Field asterik sign is missing from the add product page on the mandatory fields,1,Medium
174,813082,Support for Windows Authentication using IIS,0,Low
175,1060184,Failed to bind to the LDAP server. The error message was: Bad file descriptor,3,Immediate
176,1149844,LDAP: authentication should allow sslversion parameter (or any other parameters for Net::LDAP->new()),3,Immediate
177,1166686,"Always display the ""delete"" link for custom fields, even if they are not deletable",1,Medium
178,1195734,"Inconsistancy with __All__ and __Any__ in ""Administer Flag Types""",1,Medium
179,1273172,need undo / audit-trail for vandalism cleanup,1,Medium
180,1281647,"Customized new ""Status"" and ""Resolution"" field values not automatically shown on help page",1,Medium
181,290755,Add the (administrative) ability to transition flags from one flagtype to another,1,Medium
182,347835,flags should be groupable,1,Medium
183,478275,"Same filename repeated twice in ""Raw Unified"" diff viewer",2,High
184,906010,Large attachments cause XML view to hog memory,1,Medium
185,1095336,unified diff view cripples patches,3,Immediate
186,1136039,"Flags for attachments should only check the grant and request group restrictions (similar to bug flags), not for the editbugs group in general",1,Medium
187,1480483,Bugzilla file attachment permissions not same,1,Medium
188,1502060,Corruption of Binary Attachments,1,Medium
189,264878,Color bleed/flood in a pie chart,2,High
190,352857,"From a list of bugs, show me a graph of how the summed-up estimated time and actual time changed over time",0,Low
191,370194,create new chart: interface difficult with a lot of products -> follow classification ?,3,Immediate
192,382322,Provide %user1% and %user2% for Horizontal and Vertical axes (also Z ...),2,High
193,604534,"Add ""time taken to resolve a bug"" to graph data sources",1,Medium
194,791633,can't display double-byte(chinese) words in the exported csv file,1,Medium
195,1175280,"Charts: ""All Closed"" is an option when a specific sub category is chosen but not when ""-All-"" categories are chosen -- why?",0,Low
196,1238480,Wrong position of values in cumulated charts,1,Medium
197,1346294,"When you try to display only the disabled users, the complete list is returned instead",1,Medium
198,801640,Invalid date in Date/Time custom field does not cause an error,3,Immediate
199,1081886,changing product of bugs requires reset of component name,1,Medium
200,1118186,Don't redirect to a new page when update a bug with invalid value,1,Medium
201,1132886,Bug entry blocked if default assignee / qa cannot edit bug,1,Medium
202,1194240,mid-air collisions inadvertently change bug Status,1,Medium
203,1321849,Custom field value not showing on new bug page when value depends on component,1,Medium
204,1326115,"When entering a summary for a new bug, bug.js searches all products for duplicate bugs, not just the selected product",1,Medium
205,1388776,Mandatory text boxes should not be hidden by default,1,Medium
206,1399115,'See Also' rejects 'short' Bugzilla URLs (as suggested by ye ole' mod_rewrite tip),3,Immediate
207,1442918,Assignee (take) click should change Status to ASSIGNED,1,Medium
208,1446856,Improve documentation and labelling of the Alias field,1,Medium
209,1532129,"UI allows unauthorized users to set bug severity, then without warning records a value different from what the user set.",1,Medium
210,620552,[Oracle] Bugzilla can not connect to Oracle 11G RAC,0,Low
211,1149152,DBD::mysql::db do failed: Transaction isolation level,2,High
212,1302206,"Investigate testing Oracle 11g/12g in task cluster, if this is possible with the express license of Oracle",2,High
213,1432875,MariaDB Compatibility Problems,2,High
214,1446443,"Error ""query.cgi: Unable to restore cached schema: syntax error at (eval 86) line 2, near ""'attach_data' :"""" after creating an user defined field",3,Immediate
215,1468886,Removed Versions table from Database,2,High
216,1473226,There was an error connecting to MySQL:install_driver(mysql) failed: Attempt to reload DBD/mysql.pm aborted.,2,High
217,309116,"In showdependencytree.cgi, Hide Resolved button does not decrease max depth",1,Medium
218,1204249,Alias name should be displayed in dependency graph,1,Medium
219,415529,Successfull installation of bugzilla 3.0.2 on w/ lighttpd,1,Medium
220,481859,"editbugs, canedit isn't explained clearly in documentation and on editgroups / editproducts",1,Medium
221,714385,PostgreSQL configuration requires setting listen_addresses in postgresql.conf when using remote connections,3,Immediate
222,873062,HOWTO: BugZilla running under GlassFish 3.1.2,1,Medium
223,922845,Better documentation on LDAP configuration for multiple domains,1,Medium
224,1072066,installation guide is incorrect/incomplete for PostgreSQL,2,High
225,1181980,The location of the 'localconfig' file is not specified in the documentation,3,Immediate
226,1196879,Installation instructions about running a2ensite require renaming bugzilla.conf file,2,High
227,1231718,missing cpan perl dependency for rhel/centos,1,Medium
228,1268007,Cannot find Email::Sender in RHEL 7.2,1,Medium
229,1271907,"Docs about installing full perl dependents missing "".""",2,High
230,1282406,In Documentation due to the version (V5.0) symbol we are unable to click on previous and next pages link,1,Medium
231,1320459,Doc 5.7.1. Authentication Flow not updated,2,High
232,1394237,Broken link to bug filing guidelines in index 2.2.1 from bugzilla's documentation.,1,Medium
233,1433083,Documentation for 3.5.1.3. Apache with mod_perl — broken link,1,Medium
234,1463051,jobqueue.pl install failed,2,High
235,1507385,Ubuntu installation documentation needs updating,1,Medium
236,1256003,Fix feature description lookup for missing features (e.g. rest.cgi dying when required modules for features are missing),3,Immediate
237,1341669,problem submitting new bug,1,Medium
238,781114,Custom fields order in bugmail,1,Medium
239,1049453,Jobqueue.pl forks more than twice and so cannot be properly stopped by Upstart in Ubuntu,2,High
240,1155921,Very long lines in comments break sending of bug notification emails,1,Medium
241,1231093,BZ: additional information about self CC change in bugmail,1,Medium
242,1376759,Long comments break sending of bug notification emails,1,Medium
243,1382741,The hotlink of the Bug ID is broken in email notification with Bugzilla 5.0.3,1,Medium
244,1440354,Unexpected EOF on command channel when sending email,1,Medium
245,1445823,office 365 SMTP issue -> failed AUTH: Command unknown: 'AUTH',2,High
246,1480378,Error on sending Email from Bugzilla through Exchange server,3,Immediate
247,1480939,Configuring SMTP email to not use SSL generates error,3,Immediate
248,1524045,Sporadic smtp failures,2,High
249,1532590,if len(summary)+len(bug_id)>=62 bugzilla cuts trailing 0,3,Immediate
250,1384573,Tooltips are broken for macros that use custom link text,3,Immediate
251,1068476,personal messaging system in bugzilla platform is missing,1,Medium
252,1238797,Support email list in default CC.,1,Medium
253,832657,no way to manipulate column values in extension before display in buglist.cgi,1,Medium
254,294486,"Allow multiple ""Initial Owner"" per component",1,Medium
255,309092,showdependencygraph.cgi should catch errors returned by remote webdot service,3,Immediate
256,329262,"Support a bugzilla ""tip for the day""",1,Medium
257,407067,in a real environment providing full BiDi support each entity should have its own BiDi properties,1,Medium
258,464636,"Ability to have an ""Other..."" option for drop-down custom fields",1,Medium
259,704113,Ability to add custom boolean fields (i.e. checkboxes) to a bug,1,Medium
260,721367,Custom field tables should exist when object_end_of_create hook is processing,1,Medium
261,725438,"Ability to add custom ""keyword""-type fields to a bug",1,Medium
262,757337,Components cannot be displayed/hidden based on the selected version when filing new bug reports,1,Medium
263,852469,"""Automatically add me to the CC list of bugs I change"" prevents me from removing myself from CC list.",1,Medium
264,866202,Bugzilla->fields assumes that all criteria use numeric values,3,Immediate
265,929259,"The sort order of ""Browse"" is now case-sensitive",2,High
266,1005931,Shared Bugzilla with SSL and mod_perl has login cookie issues,1,Medium
267,1041020,"with fallback auth configured, attempting to login immediately after logging out causes auth to fail initially",2,High
268,1061081,Suspicious Action warning page is shown incorrectly when logging in after creating a new account,1,Medium
269,1088555,Localization issue for links to attachment,1,Medium
270,1187655,Install instructions on Debian for Bugzilla 5 inaccurate,1,Medium
271,1217900,Make ajax_user_autocomplete a user preference,3,Immediate
272,1220070,component rename lacks appropriate entry in bugs_activity table,1,Medium
273,1220660,Display the value of 'Only appears when Component' in the list of values of a custom field,0,Low
274,1252584,template_include_path() is called before extensions are loaded under mod_perl,2,High
275,1258093,Docker: mysql error,2,High
276,1272992,when   a comment is posted  the whole page refreshes,1,Medium
277,1278234,mod_perl fails to find modules on page request,3,Immediate
278,1287173,"Clicking the ""reply"" link should add the citation at the cursor position instead of the end",1,Medium
279,1287804,Drop Down custom field with visibility_value_id degrades performance,1,Medium
280,1316255,Net::SMTP::SSL is marked as deprecated by upstream,2,High
281,1337438,Bug.search with quicksearch returns all bugs,1,Medium
282,1340208,Log in feature needed in the wrong password page,1,Medium
283,1344677,Use Cache-Control immutable,3,Immediate
284,1345926,Provide a more informative error message when cpanm is not installed,3,Immediate
285,1348233,user creation doesn't accept valid email addresses,1,Medium
286,1349188,POST /rest/user does not create password for new user when a password is specified as an URL parameter,1,Medium
287,1352377,"namedquery saved with error encoding, which caused query result is empty",3,Immediate
288,1354722,Allow initial status to be specified per Product,1,Medium
289,1362406,Link tooltip reappears without hovering when switching tab,3,Immediate
290,1373653,Local doc files not detected if mod_perl is used,2,High
291,1388642,You did not specify a file to attach.,3,Immediate
292,1393696,Information disclosure with null byte injection,2,High
293,1400251,Cannot login to bugzilla,1,Medium
294,1410933,segmentation fault when using show_bug.cgi  and other bugzilla CGI,1,Medium
295,1427623,jb2bz.py fails to set priority for imported bugs,1,Medium
296,1427626,jb2bz.py fails to correctly set the title on imported bugs,1,Medium
297,1427638,jb2bz.py sometimes imports messages out of order,2,High
298,1427664,jb2bz.py fails to import attachments,3,Immediate
299,1429007,login with login name BUT assignment by email address,1,Medium
300,1429243,jb2bz.py -- Fix missing defaults for version and op_sys,3,Immediate
301,1429253,jb2bz.py fails to populate the bugs_fulltext table,3,Immediate
302,1438008,hyperlinks do not open in new tab,3,Immediate
303,1440259,Could not configure email. How to configure Gmail SMTP?,3,Immediate
304,1440785,Version 3.26.0-1.fc27.x86_64 Name: gnome-initial setup. Initial Setup quit unexpectedly,2,High
305,1440978,smtp username not clearing in form: add space and trim,1,Medium
306,1460725,Accidentally clicking the Don't add an attachment button immediately clears the form data instead of simply collapsing the section,1,Medium
307,1463023,Mysql 8.0.4 doesn't have caching_sha2_password plugin causing problem with checksetup.pl,1,Medium
308,1467006,Your MySQL v5.5.5-10.3.7-MariaDB-1:10.3.7+maria~jessie is too old.,2,High
309,1490652,Timestamp in comments is UTC time but says CEST,1,Medium
310,1498248,password not inclusive,1,Medium
311,1499069,Browser does not see original filename while saving attachment  - always attachment.cgi,3,Immediate
312,1506281,"""change my image"" in Profile is not intuitive",1,Medium
313,1511793,Cannot file bug with WebService in 5.1.2,2,High
314,1523814,MoreBugUrl: Add support for WineHQ Forums links,1,Medium
315,393369,Testopia should add a comment when Reopening Bugs,1,Medium
316,421371,RFE: Add configurable Paramater for Bug Title when going from Test-case-to-bug,1,Medium
317,421380,"RFE: Add Configurable option to override the default behavior of ""Update Bug Status""",1,Medium
318,442116,RFE: support external bug trackers,1,Medium
319,481828,"Display ""View Bug Test Cases (0 Case)"" in Bugzilla Bug",3,Immediate
320,487269,Allow selection of a Bugzilla Group with Testopia's Access Control List,1,Medium
321,505434,Bad text formating when file a new bug from test case,3,Immediate
322,505766,Show_Plan.cgi - Test Cases tab: Column to show all open bugs in any runs.,0,Low
323,505770,"Add a ""Test Case"" column to bugzilla buglist.cgi",0,Low
324,522469,"Can't see a bug added to a test case inside a test run ""Bugs in the build"" column",0,Low
325,530806,[XML-RPC] Testopia error on Bugzilla:Product:get() request,0,Low
326,548662,Update Bugs checkbox should be a right,1,Medium
327,549300,Undefined HASH reference in tr_quicksearch.cgi when creating new test case from bug,0,Low
328,549309,Bugs that are associated with a test case can't be reoepend from a resolved states,0,Low
329,559579,"""File new Bug"" button on test run form doesn't work in google Chrome",3,Immediate
330,562618,Content from wrong bug id included to action when creating test case from bug.,2,High
331,564301,Testopia 'File New Bug' leaves HTML tags,3,Immediate
332,588405,Bugzilla throws error which logging or viewing bugs.,0,Low
333,600839,User manual: missing reference to [Bugzilla-root-directory]/extensions/Testopia/ directory,0,Low
334,609507,Bugzilla::Extension::Testopia::Environment::get_value_selected() needs to be documented,3,Immediate
335,617541,Unable to Import XML Exported Testplans to another Bugzilla 3.6.3 / Testopia 2.4 instance,1,Medium
336,647835,"AutoPopulate ""Category"" and ""Priority"" when ""create new test case"" is clicked from bugzilla is clicked -",3,Immediate
337,681598,Category and bug columns are not exported while exporting test run results.,3,Immediate
338,697023,"Testopia(Bugzilla) stopped working, error 'Bad Request' (Size of a request header field exceeds server limit)",3,Immediate
339,748281,Need a report in bugzilla that fetch out the bug report along with failed/blocked test cases(count),3,Immediate
340,879709,Auto update of test case status when a bug status is changed in bugzilla,0,Low
341,967148,Add original bug when bug attached to test case is marked DUPLICATE,0,Low
342,1250069,Fails to Clone test case in testopia 3.0 main branch and bugzilla 5.0.2,3,Immediate
343,368965,"patch for bugzilla-submit to allow setting of e.g groups ""bit-fields""",1,Medium
344,884730,Add an --exporter switch to importxml,0,Low
345,940636,Request for Trac import tool,1,Medium
346,963975,Importxml should be able to populate blocks/depends,2,High
347,977923,"Extended ASCII characters cause importxml.pl to fail on MULTIPLE bugs, but not on ONE",1,Medium
348,995120,cannot get importxml to recognise the path to the attachment files in windows,1,Medium
349,433868,Username matching when using Exchange Server 2007,1,Medium
350,1270097,"email_in.pl should accept that a ""bug"" is called ""two words"" in variables.none.tmpl",2,High
351,1399034,allow mailman users to add comments via email_in.pl,1,Medium
352,469734,Process .po files from templates to allow multiple $terms,1,Medium
353,625781,Sending email with SMTP Auth fails due to missing Auth::SASL dependencies,3,Immediate
354,629975,mkdir from checksetup.pl fails due to missing data directory,3,Immediate
355,702935,[Oracle] checksetup.pl fails with ORA-01722,0,Low
356,862070,PG schema upgrade failed with single PG DB and multiple bugzilla SCHEMAS from bugzilla-4.0.11 to 4.2.7,1,Medium
357,987598,An error (errno: 150) is thrown by Mysql when updating bugs_activity.comment_id column type (upgrading BZ from 4.2.1 to the 4.4.2),2,High
358,1082538,Do not delete old compiled templates till checksetup.pl compiled the new ones,1,Medium
359,1222722,_missing_apache_modules in Bugzilla::Install::Requirements.pm does not quote path to httpd resulting in not checking for missing modules,1,Medium
360,1336450,Bugzilla fresh installation fails: Cannot add or update a child row,1,Medium
361,1454085,5.0.3 to 5.0.4 patch errors,2,High
362,1478015,Unable to install Bugzilla 5.1.2,1,Medium
363,1480935,SElinux permissions for bugzilla,1,Medium
364,1517933,Can't load 'C:/Strawberry/perl/vendor/lib/auto/DBD/mysql/mysql.xs.dll' for module DBD::mysql,3,Immediate
365,1524470,Install on ubuntu 18.04.01 LTS (GNU/Linux 4.15.0-1031-swa x86_64),2,High
366,1533368,Perl script checkconfig.pl ignores value in localconfig file,3,Immediate
367,204912,Add ability to snap to links (magnetic links),1,Medium
368,232539,"frames frequently failing to load, different ones not loading each refresh",2,High
369,235615,Ease mozilla debugging by allowing debugger scripts to be run,3,Immediate
370,236500,Iframes scroll at different rate than rest of page,1,Medium
371,265437,Debug/Verification/Transparence make X server eat all cpu,3,Immediate
372,273772,"seeing lots of ""window moved to offscreen position"" when scrolling",2,High
373,313170,No Built In Bug Reporter,2,High
374,317601,Certain gtk themes cause pages [including the bugzilla page for mozilla] to load incorrectly on amd64 systems.,0,Low
375,343794,nglayout.debug.disable_xul_cache = true breaks dynamic overlay loading,2,High
376,353815,"Received attachments with malformed mime types like ""text/msword"" for ms.doc 1) should not be displayed inline 2) proliferate incorrect mime types handling into mimetypes.rdf (bug 503309)",3,Immediate
377,359177,CSS bug when a submenu it's on a div positioned absolutely.,1,Medium
378,364659,"Open File dialog usability problems: no textual manipulation of pathname, pasting fails, poor representation",3,Immediate
379,368904,XUL Preprocessor (preprocessor.pl) does not handle define names with unusual characters in them (debug builds fail if your user name contains unusual stuff :-),3,Immediate
380,377276,Problem with toString as described in bug 157797,2,High
381,387254,remove all cookies I did not explicitly set,3,Immediate
382,405701,RFE: configurable business rule requiring linked testcase for bug to move VERIFIED->CLOSED,2,High
383,432460,"Showing panel with noautohide = ""true"" and transparent background is bugged",2,High
384,439306,Saving multiple files from Page Info > Media tab causes weird display bug in DM,3,Immediate
385,450882,Resize and scroll overflow bug (flickering),2,High
